matrix_name,rows,cols,nonzeros,num_threads,time_serial,time_serial_hll,time_parallel,time_parallel_simd,time_parallel_hll,time_parallel_hll_simd,stddev_parallel_csr,stddev_parallel_hll,stddev_parallel_simd,stddev_parallel_simd_hll,min_value_csr,min_value_hll,min_value_csr_simd,min_value_hll_simd,error_csr,error_hll,error_csr_simd,error_hll_simd,flops_serial,flops_serial_hll,flops_parallel,flops_parallel_simd,flops_parallel_hll,flops_parallel_hll_simd,speedup_parallel,speedup_simd,speedup_hll,speedup_hll_simd,efficiency_parallel,efficiency_simd,efficiency_hll,efficiency_hll_simd
Cube_Coup_dt0.mtx,2164760,2164760,127206144,32,0.474055482221669,0.730588735914544,0.035449896679309,0.032011915880599,0.044860913261379,0.043233295564393,0.000745383239533,0.000219708989183,0.000295675603110,0.000218995056487,0.034606195986271,0.044455756898969,0.031391419004649,0.042854831088334,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,536671966.765772640705109,348229141.093352735042572,7176672200.246315002441406,7947424607.416008949279785,5671134836.637945175170898,5884637862.525941848754883,13.372549051697593,14.808719477767351,16.285641169581599,16.898751908153478,0.417892157865550,0.462772483680230,0.508926286549425,0.528085997129796
Cube_Coup_dt0.mtx,2164760,2164760,127206144,40,0.474055482221669,0.730588735914544,0.033515920543945,0.031725015216752,0.037911679463363,0.035979029379393,0.000597183422443,0.004622354849609,0.000058522206185,0.003583888383607,0.032980580814183,0.036335736047477,0.031614905223250,0.035080697853118,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,536671966.765772640705109,348229141.093352735042572,7590789209.158722877502441,8019296011.737133026123047,6710657285.596074104309082,7071127053.408373832702637,14.144188031478974,14.942640026579046,19.270809055572666,20.305960125010781,0.353604700786974,0.373566000664476,0.481770226389317,0.507649003125270
mcfe.mtx,765,765,24382,2,0.000099284045006,0.000207595041904,0.000054551513964,0.000045974042855,0.000100357286436,0.000099854828104,0.000002303638136,0.000001654157819,0.000003438525965,0.000002645877609,0.000053221825510,0.000099019147456,0.000044135842472,0.000092817004770,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,491156459.197489321231842,234899637.066226035356522,893907363.093840599060059,1060685486.242744565010071,485903931.162000954151154,488348945.425159633159637,1.820005308602506,2.159567417632704,2.068559735684089,2.078968497032959,0.910002654301253,1.079783708816352,1.034279867842044,1.039484248516480
mcfe.mtx,765,765,24382,4,0.000099284045006,0.000207595041904,0.000027387285311,0.000029395878511,0.000058280612881,0.000058306469337,0.000002271249509,0.000009492364026,0.000012700362448,0.000007101963896,0.000026267021894,0.000055672135204,0.000024185981601,0.000055748037994,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,491156459.197489321231842,234899637.066226035356522,1780534267.865737199783325,1658872007.573657989501953,836710487.231189727783203,836339441.481301903724670,3.625187523289399,3.377481811567995,3.561991400588214,3.560411807896961,0.906296880822350,0.844370452891999,0.890497850147054,0.890102951974240
mcfe.mtx,765,765,24382,8,0.000099284045006,0.000207595041904,0.000017094126854,0.000016189680288,0.000038003083318,0.000039587287526,0.000006065190376,0.000008645326566,0.000005785104723,0.000012650224876,0.000014821998775,0.000035447999835,0.000013971235603,0.000035397708416,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,491156459.197489321231842,234899637.066226035356522,2852675683.169224739074707,3012042185.725586891174316,1283159042.421634435653687,1231809579.464186429977417,5.808079339586148,6.132551306862633,5.462584184665509,5.243982472041445,0.726009917448268,0.766568913357829,0.682823023083189,0.655497809005181
mcfe.mtx,765,765,24382,16,0.000099284045006,0.000207595041904,0.000018279509325,0.000014914719290,0.000046454335710,0.000041115602576,0.000001745123422,0.000001905687836,0.000001596622195,0.000001135759609,0.000016253907233,0.000045155175030,0.000013065990061,0.000039835926145,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,491156459.197489321231842,234899637.066226035356522,2667686486.195998191833496,3269521809.449639320373535,1049719025.248492836952209,1186021776.267670869827271,5.431439282209148,6.656782677340289,4.468797986914479,5.049057508476659,0.339464955138072,0.416048917333768,0.279299874182155,0.315566094279791
mcfe.mtx,765,765,24382,32,0.000099284045006,0.000207595041904,0.000015357489649,0.000013220481771,0.000038652220055,0.000035180337727,0.000000767677528,0.000010455734150,0.000000641277240,0.000001018192940,0.000013543758541,0.000035319011658,0.000011976342648,0.000033908057958,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,491156459.197489321231842,234899637.066226035356522,3175258529.598786354064941,3688519136.150572299957275,1261609292.584473133087158,1386115175.423062086105347,6.464861593771783,7.509865883016829,5.370843941443738,5.900882575788186,0.202026924805368,0.234683308844276,0.167838873170117,0.184402580493381
mcfe.mtx,765,765,24382,40,0.000099284045006,0.000207595041904,0.000017065378396,0.000014668575635,0.000030032055158,0.000029019722225,0.000005543644205,0.000001326241382,0.000002849340653,0.000001008892879,0.000014158897102,0.000028590206057,0.000012978911400,0.000027646776289,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,491156459.197489321231842,234899637.066226035356522,2857481320.838759422302246,3324385489.984073638916016,1623731700.773027896881104,1680374457.831371545791626,5.817863671196867,6.768485739586640,6.912448742163206,7.153584734392833,0.145446591779922,0.169212143489666,0.172811218554080,0.178839618359821
mac_econ_fwd500.mtx,206500,206500,1273389,2,0.005873448068374,0.027669574026214,0.002714193558418,0.002643364912977,0.011956853787170,0.011805931243457,0.000045288630831,0.000082816498466,0.000031897209414,0.000058716773244,0.002607817761600,0.011875203810632,0.002544564194977,0.011760789901018,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,433608669.107550740242004,92042544.550456583499908,938318489.519962549209595,963460620.778024315834045,212997335.698194384574890,215720212.788075834512711,2.163975391569548,2.221958852347233,2.314118288868382,2.343701098678565,1.081987695784774,1.110979426173616,1.157059144434191,1.171850549339282
mac_econ_fwd500.mtx,206500,206500,1273389,4,0.005873448068374,0.027669574026214,0.001413245822646,0.001387847283561,0.006759972938974,0.006693212192898,0.000008112452014,0.000087909420818,0.000011659253715,0.000018127695999,0.001402748748660,0.006710106041282,0.001377160660923,0.006669690366834,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,433608669.107550740242004,92042544.550456583499908,1802077146.940717458724976,1835056371.235171794891357,376743815.839397430419922,380501607.688820004463196,4.155998888697811,4.232056464673706,4.093148637724494,4.133975321382317,1.038999722174453,1.058014116168426,1.023287159431123,1.033493830345579
